"primary_key","category_Categories","mesh-id_Categories"
"DB05394","Nerve Tissue Proteins","D009419"
"DB05394","Neuropeptides","D009479"
"DB05394","Peptide Hormones","D036361"
"DB05394","Peptides","D010455"
"DB05394","Pituitary Hormone-Releasing Hormones","D010906"
"DB05394","Proteins","D011506"
"DB05394","Tests for Pituitary Function",NA
"DB05395","Adrenergic Agents","D018663"
"DB05395","Adrenergic Agonists","D000322"
"DB05395","Adrenergic beta-Agonists","D000318"
"DB05395","Agents producing tachycardia",NA
"DB05395","Agents that produce hypertension",NA
"DB05395","Naphthalenes","D009281"
"DB05395","Neurotransmitter Agents","D018377"
"DB05396","Adjuvants, Immunologic","D000276"
"DB05396","Amino Acids, Peptides, and Proteins","D000602"
"DB05396","Antineoplastic and Immunomodulating Agents",NA
"DB05396","Biological Factors","D001685"
"DB05396","Cytokines","D016207"
"DB05396","Intercellular Signaling Peptides and Proteins","D036341"
"DB05396","Interferon Type I","D007370"
"DB05396","Interferons","D007372"
"DB05396","Peptides","D010455"
"DB05396","Proteins","D011506"
"DB05398","Amines","D000588"
"DB05398","Ammonium Compounds","D064751"
"DB05398","Fatty Acids","D005227"
"DB05398","Lipids","D008055"
"DB05398","Nitrogen Compounds","D017672"
"DB05398","Onium Compounds","D009861"
"DB05398","Quaternary Ammonium Compounds","D000644"
"DB05398","Trimethyl Ammonium Compounds","D050337"
"DB05399","Benzene Derivatives","D001555"
"DB05399","Phenols","D010636"
"DB05400","Adjuvants, Immunologic","D000276"
"DB05400","Carbohydrates","D002241"
"DB05400","Glycosides","D006027"
"DB05400","Immunologic Factors","D007155"
"DB05403","Indoles","D007211"
"DB05404","Acids","D000143"
"DB05404","Acids, Noncarboxylic","D000148"
"DB05404","Amines","D000588"
"DB05404","GABA Agents","D018682"
"DB05404","GABA Agonists","D018755"
"DB05404","GABA-A Receptor Agonists","D058785"
"DB05404","Gastrointestinal Agents","D005765"
"DB05404","Neurotransmitter Agents","D018377"
"DB05404","Organophosphorus Compounds","D009943"
"DB05404","Phosphorus Acids","D017976"
"DB05404","Phosphorus Compounds","D017553"
"DB05405","Amino Acids, Peptides, and Proteins","D000602"
"DB05405","Antibodies","D000906"
"DB05405","Blood Proteins","D001798"
"DB05405","Globulins","D005916"
"DB05405","Immunoglobulins","D007136"
"DB05405","Immunoproteins","D007162"
"DB05405","Proteins","D011506"
"DB05405","Serum Globulins","D012712"
"DB05406","Carbohydrates","D002241"
"DB05406","Glycosides","D006027"
"DB05406","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05406","Nucleotides","D009711"
"DB05406","Polynucleotides","D011119"
"DB05407","Endothelin A Receptor Antagonists","D065130"
"DB05407","Endothelin Receptor Antagonists","D065128"
"DB05407","Sulfur Compounds","D013457"
"DB05408","Acids, Acyclic","D000144"
"DB05408","Fatty Acids","D005227"
"DB05408","Fatty Acids, Volatile","D005232"
"DB05408","Lipids","D008055"
"DB05408","Valerates","D014631"
"DB05409","Acetanilides","D000083"
"DB05409","Acids","D000143"
"DB05409","Acids, Noncarboxylic","D000148"
"DB05409","Amides","D000577"
"DB05409","Anilides","D000813"
"DB05409","Anions","D000838"
"DB05409","Electrolytes","D004573"
"DB05409","Ions","D007477"
"DB05409","Nitric Acid","D017942"
"DB05409","Nitrogen Compounds","D017672"
"DB05410","11-Hydroxycorticosteroids","D015062"
"DB05410","17-Hydroxycorticosteroids","D015065"
"DB05410","Adrenal Cortex Hormones","D000305"
"DB05410","Hormones","D006728"
"DB05410","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB05410","Hydroxycorticosteroids","D006889"
"DB05410","Pregnanes","D011278"
"DB05410","Pregnenediones","D011282"
"DB05410","Pregnenes","D011283"
"DB05410","Steroids","D013256"
"DB05413","Amino Acids, Peptides, and Proteins","D000602"
"DB05413","Antigens","D000941"
"DB05413","Antigens, Viral","D000956"
"DB05413","Biological Factors","D001685"
"DB05413","env Gene Products, Human Immunodeficiency Virus","D054299"
"DB05413","Gene Products, env","D015686"
"DB05413","HIV Antigens","D015488"
"DB05413","Human Immunodeficiency Virus Proteins","D054298"
"DB05413","Membrane Fusion Proteins","D050576"
"DB05413","Membrane Proteins","D008565"
"DB05413","Peptides","D010455"
"DB05413","Polyproteins","D020815"
"DB05413","Proteins","D011506"
"DB05413","Retroviridae Proteins","D012191"
"DB05413","Viral Envelope Proteins","D014759"
"DB05413","Viral Fusion Proteins","D014760"
"DB05413","Viral Proteins","D014764"
"DB05413","Viral Structural Proteins","D015678"
"DB05415","Indenes","D007192"
"DB05415","Phosphodiesterase Inhibitors","D010726"
"DB05416","Sulfur Compounds","D013457"
"DB05417","Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors",NA
"DB05420","Gallium","D005708"
"DB05420","Pyrans","D011714"
"DB05422","Quinolines","D011804"
"DB05423","Dioxoles","D004149"
"DB05423","Receptors, Glucocorticoid, antagonists & inhibitors",NA
"DB05424","Acids, Acyclic","D000144"
"DB05424","Anesthetics","D000777"
"DB05424","Antineoplastic Agents","D000970"
"DB05424","Cardiotonic Agents","D002316"
"DB05424","Cardiovascular Agents","D002317"
"DB05424","Central Nervous System Agents","D002491"
"DB05424","Compounds used in a research, industrial, or household setting","D020313"
"DB05424","Oxazines","D010078"
"DB05424","Peripheral Nervous System Agents","D018373"
"DB05424","Protective Agents","D020011"
"DB05424","Sensory System Agents","D018689"
"DB05424","Tyrosine Kinase Inhibitors",NA
"DB05428","Antineoplastic Agents","D000970"
"DB05428","Biological Factors","D001685"
"DB05428","Compounds used in a research, industrial, or household setting","D020313"
"DB05428","Contrast Media","D003287"
"DB05428","Dermatologicals","D003879"
"DB05428","Diagnostic Uses of Chemicals","D064907"
"DB05428","Gadolinium","D005682"
"DB05428","Photosensitizing Agents","D017319"
"DB05428","Pigments, Biological","D010860"
"DB05428","Porphyrins","D011166"
"DB05428","Radiation-Sensitizing Agents","D011838"
"DB05434","Amino Acids, Peptides, and Proteins","D000602"
"DB05434","Peptides","D010455"
"DB05437","Amino Acids, Peptides, and Proteins","D000602"
"DB05437","Antibodies","D000906"
"DB05437","Blood Proteins","D001798"
"DB05437","Globulins","D005916"
"DB05437","Immunoglobulins","D007136"
"DB05437","Immunoproteins","D007162"
"DB05437","Proteins","D011506"
"DB05437","Serum Globulins","D012712"
"DB05440","Biological Products","D001688"
"DB05440","Complex Mixtures","D045424"
"DB05440","Vaccines","D014612"
"DB05442","Hormones","D006728"
"DB05442","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB05445","Biological Products","D001688"
"DB05445","Complex Mixtures","D045424"
"DB05445","Nicotine","D009538"
"DB05446","Alcohols","D000438"
"DB05446","Amino Acids, Peptides, and Proteins","D000602"
"DB05446","Biomedical and Dental Materials","D001697"
"DB05446","Carbohydrates","D002241"
"DB05446","Compounds used in a research, industrial, or household setting","D020313"
"DB05446","Ethylene Glycols","D005026"
"DB05446","Glycoconjugates","D006001"
"DB05446","Glycols","D006018"
"DB05446","Macromolecular Substances","D046911"
"DB05446","Polymers","D011108"
"DB05446","Proteins","D011506"
"DB05448","Acids","D000143"
"DB05448","Acids, Noncarboxylic","D000148"
"DB05448","Anions","D000838"
"DB05448","Electrolytes","D004573"
"DB05448","Gases","D005740"
"DB05448","Hydrogen Sulfide","D006862"
"DB05448","Ions","D007477"
"DB05448","Sulfides","D013440"
"DB05448","Sulfur Compounds","D013457"
"DB05450","Cholestanes","D002776"
"DB05450","Drugs, Chinese Herbal","D004365"
"DB05450","Sapogenins","D012502"
"DB05450","Saponins","D012503"
"DB05450","Steroids","D013256"
"DB05456","Carbohydrates","D002241"
"DB05456","Glycerophosphates","D005994"
"DB05456","Glycerophospholipids","D020404"
"DB05456","Lipids","D008055"
"DB05456","Membrane Lipids","D008563"
"DB05456","Phosphatidic Acids","D010712"
"DB05456","Phospholipids","D010743"
"DB05456","Sugar Phosphates","D013403"
"DB05457","Acids, Acyclic","D000144"
"DB05457","Dicarboxylic Acids","D003998"
"DB05459","Amino Acids, Peptides, and Proteins","D000602"
"DB05459","Antibodies","D000906"
"DB05459","Antineoplastic and Immunomodulating Agents",NA
"DB05459","Blood Proteins","D001798"
"DB05459","Globulins","D005916"
"DB05459","Immunoglobulins","D007136"
"DB05459","Immunoproteins","D007162"
"DB05459","Immunosuppressive Agents","D007166"
"DB05459","Interleukin Inhibitors",NA
"DB05459","Proteins","D011506"
"DB05459","Serum Globulins","D012712"
"DB05460","Amino Acids, Peptides, and Proteins","D000602"
"DB05460","Oligopeptides","D009842"
"DB05460","Peptides","D010455"
"DB05461","Amines","D000588"
"DB05463","Carbohydrates","D002241"
"DB05463","Glycosides","D006027"
"DB05463","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05463","Nucleotides","D009711"
"DB05463","Oligonucleotides","D009841"
"DB05463","Polynucleotides","D011119"
"DB05464","Acids, Acyclic","D000144"
"DB05464","Carbamates","D002219"
"DB05464","Sulfur Compounds","D013457"
"DB05465","Potential QTc-Prolonging Agents",NA
"DB05465","QTc Prolonging Agents",NA
"DB05465","Tyrosine Kinase Inhibitors",NA
"DB05470","Benzene Derivatives","D001555"
"DB05470","Urea","D014508"
"DB05472","Immunosuppressive Agents","D007166"
"DB05472","Myelosuppressive Agents",NA
"DB05475","Amino Acids, Peptides, and Proteins","D000602"
"DB05475","Oligopeptides","D009842"
"DB05475","Peptides","D010455"
"DB05476","Amino Acids","D000596"
"DB05476","Amino Acids, Aromatic","D024322"
"DB05476","Amino Acids, Cyclic","D000598"
"DB05476","Amino Acids, Essential","D000601"
"DB05476","Amino Acids, Peptides, and Proteins","D000602"
"DB05478","Purines","D011687"
"DB05482","Alkaloids","D000470"
"DB05482","Antineoplastic Agents","D000970"
"DB05482","Antineoplastic Agents, Phytogenic","D000972"
"DB05482","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB05482","Cytochrome P-450 CYP3A Substrates",NA
"DB05482","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB05482","Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)",NA
"DB05482","Cytochrome P-450 CYP3A4 Substrates",NA
"DB05482","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB05482","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB05482","Enzyme Inhibitors","D004791"
"DB05482","Prodrugs","D011355"
"DB05482","Radiation-Sensitizing Agents","D011838"
"DB05482","Topoisomerase I Inhibitors","D059004"
"DB05482","Topoisomerase Inhibitors","D059003"
"DB05487","Carbohydrates","D002241"
"DB05487","Glycosides","D006027"
"DB05487","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05487","Nucleotides","D009711"
"DB05487","Oligonucleotides, Antisense","D016376"
"DB05487","Pyrans","D011714"
"DB05487","Sulfur Compounds","D013457"
"DB05488","Anti-Bacterial Agents","D000900"
"DB05488","Ciprofloxacin and isotope","D002939"
"DB05488","Cytochrome P-450 CYP1A2 Inhibitors","D065609"
"DB05488","Cytochrome P-450 CYP1A2 Inhibitors (strong)",NA
"DB05488","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB05488","Fluoroquinolones","D024841"
"DB05488","Moderate Risk QTc-Prolonging Agents",NA
"DB05488","Organometallic Compounds","D009942"
"DB05488","QTc Prolonging Agents",NA
"DB05488","Quinolines","D011804"
"DB05488","Quinolones","D015363"
"DB05490","Amides","D000577"
"DB05490","PPAR gamma, agonists",NA
"DB05490","Sulfones","D013450"
"DB05490","Sulfur Compounds","D013457"
"DB05494","Arabinonucleosides","D001087"
"DB05494","Carbohydrates","D002241"
"DB05494","Cytidine","D003562"
"DB05494","Fatty Acids","D005227"
"DB05494","Glycosides","D006027"
"DB05494","Lipids","D008055"
"DB05494","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05494","Nucleosides","D009705"
"DB05494","Pyrimidine Nucleosides","D011741"
"DB05494","Pyrimidines","D011743"
"DB05494","Ribonucleosides","D012263"
"DB05496","Amino Acids, Peptides, and Proteins","D000602"
"DB05496","Antibodies","D000906"
"DB05496","Antibodies, Monoclonal","D000911"
"DB05496","Blood Proteins","D001798"
"DB05496","Globulins","D005916"
"DB05496","Immunoglobulins","D007136"
"DB05496","Immunoproteins","D007162"
"DB05496","Proteins","D011506"
"DB05496","Serum Globulins","D012712"
"DB05498","Sulfur Compounds","D013457"
"DB05500","Acids, Acyclic","D000144"
"DB05500","Benzene Derivatives","D001555"
"DB05500","IMP Dehydrogenase, antagonists & inhibitors",NA
"DB05500","Urea","D014508"
"DB05501","Receptors, CXCR4, antagonists & inhibitors",NA
"DB05507","Acids, Carbocyclic","D000146"
"DB05507","Amino Acids, Peptides, and Proteins","D000602"
"DB05507","Aminobenzoates","D062365"
"DB05507","Benzene Derivatives","D001555"
"DB05507","Benzoates","D001565"
"DB05507","Oligopeptides","D009842"
"DB05507","Peptides","D010455"
"DB05511","Carbohydrates","D002241"
"DB05511","Glycosides","D006027"
"DB05511","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05511","Nucleosides","D009705"
"DB05511","Purine Nucleosides","D011684"
"DB05511","Purines","D011687"
"DB05511","Ribonucleosides","D012263"
"DB05514","Autacoids","D012898"
"DB05514","Biological Factors","D001685"
"DB05514","Eicosanoids","D015777"
"DB05514","Fatty Acids","D005227"
"DB05514","Fatty Acids, Unsaturated","D005231"
"DB05514","Inflammation Mediators","D018836"
"DB05514","Lipids","D008055"
"DB05518","Amino Acids","D000596"
"DB05518","Amino Acids, Peptides, and Proteins","D000602"
"DB05518","Fructose-Bisphosphatase, antagonists & inhibitors",NA
"DB05518","Organophosphorus Compounds","D009943"
"DB05519","Benzofurans","D001572"
"DB05521","Amino Acids, Peptides, and Proteins","D000602"
"DB05521","Antiinfectives for Systemic Use",NA
"DB05521","Antiviral Agents","D000998"
"DB05521","Antivirals for Systemic Use",NA
"DB05521","Antivirals for treatment of HCV infections",NA
"DB05521","Cytochrome P-450 CYP3A Inhibitors","D065692"
"DB05521","Cytochrome P-450 CYP3A Inhibitors (strong)",NA
"DB05521","Cytochrome P-450 CYP3A Substrates",NA
"DB05521","Cytochrome P-450 CYP3A4 Inhibitors","D065692"
"DB05521","Cytochrome P-450 CYP3A4 Inhibitors (strong)",NA
"DB05521","Cytochrome P-450 CYP3A4 Substrates",NA
"DB05521","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB05521","Cytochrome P-450 CYP3A5 Substrates",NA
"DB05521","Cytochrome P-450 Enzyme Inhibitors","D065607"
"DB05521","Cytochrome P450 3A Inhibitors",NA
"DB05521","Direct Acting Antivirals",NA
"DB05521","HCV NS3/4A Protease Inhibitors",NA
"DB05521","NS3/4A Protease Inhibitors",NA
"DB05521","OATP1B1/SLCO1B1 Inhibitors",NA
"DB05521","Organic Anion Transporting Polypeptide 1B1 Inhibitors",NA
"DB05521","Organic Anion Transporting Polypeptide 2B1 Inhibitors",NA
"DB05521","P-glycoprotein/ABCB1 Inhibitors",NA
"DB05521","P-glycoprotein/ABCB1 Substrates",NA
"DB05521","Peptides","D010455"
"DB05521","Protease Inhibitors","D011480"
"DB05524","Amines","D000588"
"DB05524","Quinolines","D011804"
"DB05524","Receptor, Epidermal Growth Factor, antagonists & inhibitors",NA
"DB05528","Anticholesteremic Agents","D000924"
"DB05528","Antisense Elements (Genetics)","D016375"
"DB05528","Apolipoprotein B-100 Synthesis Inhibitor",NA
"DB05528","Carbohydrates","D002241"
"DB05528","Compounds used in a research, industrial, or household setting","D020313"
"DB05528","Decreased Protein Synthesis",NA
"DB05528","Diagnostic Uses of Chemicals","D064907"
"DB05528","DNA","D004247"
"DB05528","DNA, Antisense","D016373"
"DB05528","Glycosides","D006027"
"DB05528","Hypolipidemic Agents","D000960"
"DB05528","Laboratory Chemicals","D019995"
"DB05528","Lipid Modifying Agents",NA
"DB05528","Lipid Modifying Agents, Plain",NA
"DB05528","Lipid Regulating Agents","D057847"
"DB05528","Molecular Probes","D015335"
"DB05528","Noxae","D009676"
"DB05528","Nucleic Acid Probes","D015341"
"DB05528","Nucleic Acids","D009696"
"DB05528","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05528","Nucleotides","D009711"
"DB05528","Oligodeoxyribonucleotides, Antisense","D020319"
"DB05528","Oligonucleotides","D009841"
"DB05528","Oligonucleotides, Antisense","D016376"
"DB05528","Polynucleotides","D011119"
"DB05528","Toxic Actions","D004786"
"DB05530","Carbohydrates","D002241"
"DB05530","Glycosides","D006027"
"DB05530","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05530","Nucleotides","D009711"
"DB05530","Oligonucleotides","D009841"
"DB05530","Polynucleotides","D011119"
"DB05532","HIV Fusion Inhibitors","D023581"
"DB05540","Amino Acids","D000596"
"DB05540","Amino Acids, Peptides, and Proteins","D000602"
"DB05540","Antibiotics, Antineoplastic","D000903"
"DB05540","Antineoplastic Agents","D000970"
"DB05540","Chelating Agents","D002614"
"DB05540","Compounds used in a research, industrial, or household setting","D020313"
"DB05540","Sequestering Agents","D064449"
"DB05541","Anticonvulsants","D000927"
"DB05541","Central Nervous System Depressants","D002492"
"DB05541","Cytochrome P-450 CYP2B6 Substrates",NA
"DB05541","Cytochrome P-450 CYP2C9 Substrates",NA
"DB05541","Cytochrome P-450 CYP3A Substrates",NA
"DB05541","Cytochrome P-450 CYP3A4 Substrates",NA
"DB05541","Cytochrome P-450 CYP3A4 Substrates (strength unknown)",NA
"DB05541","Drugs that are Mainly Renally Excreted",NA
"DB05541","Epoxide Hydrolase Inhibitors",NA
"DB05541","Miscellaneous Anticonvulsants",NA
"DB05541","Nervous System","D009420"
"DB05541","Pyrrolidines","D011759"
"DB05542","Acids, Carbocyclic","D000146"
"DB05542","Amides","D000577"
"DB05542","Antidepressive Agents","D000928"
"DB05542","Benzene Derivatives","D001555"
"DB05542","Benzoates","D001565"
"DB05542","Central Nervous System Depressants","D002492"
"DB05542","Neurotransmitter Agents","D018377"
"DB05542","Serotonin 5-HT4 Receptor Agonists","D058828"
"DB05542","Serotonin Agents","D018490"
"DB05542","Serotonin Receptor Agonists","D017366"
"DB05545","Amino Acids, Peptides, and Proteins","D000602"
"DB05545","Antibodies","D000906"
"DB05545","Blood Proteins","D001798"
"DB05545","Globulins","D005916"
"DB05545","Immunoglobulins","D007136"
"DB05545","Immunoproteins","D007162"
"DB05545","Proteins","D011506"
"DB05545","Receptors, Interleukin-1, antagonists & inhibitors",NA
"DB05545","Serum Globulins","D012712"
"DB05549","Poly(ADP-ribose) Polymerases, antagonists & inhibitors",NA
"DB05550","Amino Acids, Peptides, and Proteins","D000602"
"DB05550","Antibodies","D000906"
"DB05550","Blood Proteins","D001798"
"DB05550","Globulins","D005916"
"DB05550","Immunoglobulins","D007136"
"DB05550","Immunoproteins","D007162"
"DB05550","Proteins","D011506"
"DB05550","Serum Globulins","D012712"
"DB05552","Benzene Derivatives","D001555"
"DB05552","Phosphatidylinositol 3-Kinases, antagonists & inhibitors",NA
"DB05553","Adenine Nucleotides","D000227"
"DB05553","Carbohydrates","D002241"
"DB05553","Glycosides","D006027"
"DB05553","Neurotransmitter Agents","D018377"
"DB05553","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05553","Nucleotides","D009711"
"DB05553","Purine Nucleotides","D011685"
"DB05553","Purinergic Agents","D058905"
"DB05553","Purinergic Antagonists","D058914"
"DB05553","Purinergic P2 Receptor Antagonists","D058919"
"DB05553","Purines","D011687"
"DB05553","Ribonucleotides","D012265"
"DB05555","Amino Acids, Peptides, and Proteins","D000602"
"DB05555","Antibodies","D000906"
"DB05555","Antibodies, Monoclonal","D000911"
"DB05555","Blood Proteins","D001798"
"DB05555","Globulins","D005916"
"DB05555","Immunoglobulins","D007136"
"DB05555","Immunoproteins","D007162"
"DB05555","Proteins","D011506"
"DB05555","Serum Globulins","D012712"
"DB05559","Carbohydrates","D002241"
"DB05559","Glycosides","D006027"
"DB05559","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05559","Nucleotides","D009711"
"DB05559","Oligonucleotides","D009841"
"DB05559","Polynucleotides","D011119"
"DB05560","Amino Acids, Peptides, and Proteins","D000602"
"DB05560","Protein Kinase C-delta, antagonists & inhibitors",NA
"DB05562","Agents that produce hypertension",NA
"DB05562","Amides","D000577"
"DB05562","Antidepressive Agents","D000928"
"DB05562","Central Nervous System Depressants","D002492"
"DB05562","Neurotransmitter Agents","D018377"
"DB05562","Serotonin 5-HT1 Receptor Agonists","D058825"
"DB05562","Serotonin Agents","D018490"
"DB05562","Serotonin Receptor Agonists","D017366"
"DB05562","Sulfones","D013450"
"DB05562","Sulfur Compounds","D013457"
"DB05575","Nicotinic Acids","D009539"
"DB05575","Pyridines","D011725"
"DB05575","Tyrosine Kinase Inhibitors",NA
"DB05578","Amino Acids, Peptides, and Proteins","D000602"
"DB05578","Antibodies","D000906"
"DB05578","Antibodies, Monoclonal","D000911"
"DB05578","Antineoplastic Agents","D000970"
"DB05578","Antineoplastic and Immunomodulating Agents",NA
"DB05578","Blood Proteins","D001798"
"DB05578","Globulins","D005916"
"DB05578","Immunoglobulins","D007136"
"DB05578","Immunoproteins","D007162"
"DB05578","Proteins","D011506"
"DB05578","Serum Globulins","D012712"
"DB05578","Vascular Endothelial Growth Factor Receptor 2 Antagonist",NA
"DB05578","VEGFR2 Inhibitors",NA
"DB05584","Amino Acids, Peptides, and Proteins","D000602"
"DB05584","Bacterial Proteins","D001426"
"DB05584","Bacterial Toxins","D001427"
"DB05584","Biological Factors","D001685"
"DB05584","Clostridium botulinum","D003014"
"DB05584","Endopeptidases","D010450"
"DB05584","Enzymes","D004798"
"DB05584","Enzymes and Coenzymes","D045762"
"DB05584","Glycosyltransferases","D016695"
"DB05584","Hydrolases","D006867"
"DB05584","Metalloendopeptidases","D008666"
"DB05584","Metalloproteases","D045726"
"DB05584","Pentosyltransferases","D010430"
"DB05584","Peptide Hydrolases","D010447"
"DB05584","Proteins","D011506"
"DB05584","Recombinant Proteins","D011994"
"DB05584","Toxins, Biological","D014118"
"DB05584","Transferases","D014166"
"DB05586","Pyrazoles","D011720"
"DB05590","Acetates","D000085"
"DB05590","Acids, Acyclic","D000144"
"DB05590","Amides","D000577"
"DB05590","Fatty Acids","D005227"
"DB05590","Fatty Acids, Volatile","D005232"
"DB05590","Lipids","D008055"
"DB05595","Amino Acids, Peptides, and Proteins","D000602"
"DB05595","Antibodies","D000906"
"DB05595","Antibodies, Monoclonal","D000911"
"DB05595","Blood Proteins","D001798"
"DB05595","Globulins","D005916"
"DB05595","Immunoglobulins","D007136"
"DB05595","Immunoproteins","D007162"
"DB05595","Proteins","D011506"
"DB05595","Serum Globulins","D012712"
"DB05599","Amino Acids, Peptides, and Proteins","D000602"
"DB05599","Biological Factors","D001685"
"DB05599","Fibroblast Growth Factors","D005346"
"DB05599","Intercellular Signaling Peptides and Proteins","D036341"
"DB05599","Peptides","D010455"
"DB05599","Proteins","D011506"
"DB05607","Antidepressive Agents","D000928"
"DB05607","Central Nervous System Depressants","D002492"
"DB05607","Serotonin 5-HT2 Receptor Antagonists","D058830"
"DB05607","Serotonin Agents","D018490"
"DB05607","Serotonin Receptor Antagonists","D012702"
"DB05607","Sulfur Compounds","D013457"
"DB05608","Protein Kinase Inhibitors","D047428"
"DB05611","Oxazines","D010078"
"DB05616","Biological Factors","D001685"
"DB05616","Pigments, Biological","D010860"
"DB05616","Pteridines","D011621"
"DB05616","Pterins","D011622"
"DB05624","Amino Acids, Peptides, and Proteins","D000602"
"DB05624","Hormone Antagonists","D006727"
"DB05624","Hormones, Hormone Substitutes, and Hormone Antagonists","D006730"
"DB05624","Peptides","D010455"
"DB05625","Amino Acids, Peptides, and Proteins","D000602"
"DB05626","Amides","D000577"
"DB05626","HSP90 Heat-Shock Proteins, antagonists & inhibitors",NA
"DB05626","Lactams","D007769"
"DB05626","Protein-Serine-Threonine Kinases, antagonists & inhibitors",NA
"DB05626","Quinones","D011809"
"DB05630","Acids, Acyclic","D000144"
"DB05630","Agents Against Leishmaniasis and Trypanosomiasis",NA
"DB05630","Anti-Infective Agents","D000890"
"DB05630","Antimony Compounds",NA
"DB05630","Antiparasitic Agents","D000977"
"DB05630","Antiparasitic Products, Insecticides and Repellents",NA
"DB05630","Antiplatyhelmintic Agents","D000980"
"DB05630","Antiprotozoals","D000981"
"DB05630","Carbohydrates","D002241"
"DB05630","Gluconates","D005942"
"DB05630","Hydroxy Acids","D006880"
"DB05630","Organometallic Compounds","D009942"
"DB05630","Schistosomicides","D012556"
"DB05630","Sugar Acids","D013400"
"DB05631","Selenium Compounds","D018036"
"DB05633","Amino Acids, Peptides, and Proteins","D000602"
"DB05633","Peptides","D010455"
"DB05644","Carbohydrates","D002241"
"DB05644","Glycosides","D006027"
"DB05644","Nucleic Acids, Nucleotides, and Nucleosides","D009706"
"DB05645","Amino Acids, Peptides, and Proteins","D000602"
"DB05645","Peptides","D010455"
"DB05653","Alkenes","D000475"
"DB05653","Biological Factors","D001685"
"DB05653","Carotenoids","D002338"
"DB05653","Cyclohexanes","D003510"
"DB05653","Cyclohexenes","D053138"
"DB05653","Cycloparaffins","D003516"
"DB05653","Hydrocarbons, Acyclic","D006839"
"DB05653","Pigments, Biological","D010860"
"DB05653","Polyenes","D011090"
"DB05653","Terpenes","D013729"
"DB05656","Amino Acids, Peptides, and Proteins","D000602"
"DB05656","Antibodies","D000906"
"DB05656","Antibodies, Monoclonal","D000911"
"DB05656","Blood Proteins","D001798"
"DB05656","Globulins","D005916"
"DB05656","Immunoglobulins","D007136"
"DB05656","Immunoproteins","D007162"
"DB05656","Proteins","D011506"
"DB05656","Serum Globulins","D012712"
"DB05659","Amides","D000577"
"DB05659","Aza Compounds","D001372"
"DB05659","Azabicyclo Compounds","D053961"
"DB05659","Lactams","D007769"
"DB05659","Sulfur Compounds","D013457"
"DB05660","Amino Acids, Peptides, and Proteins","D000602"
"DB05660","Neuroprotective Agents","D018696"
"DB05668","Acids","D000143"
"DB05668","Acids, Noncarboxylic","D000148"
"DB05668","Alkylating Drugs","D000477"
"DB05668","Amino Acids","D000596"
"DB05668","Amino Acids, Basic","D024361"
"DB05668","Amino Acids, Diamino","D000599"
"DB05668","Amino Acids, Essential","D000601"
"DB05668","Amino Acids, Peptides, and Proteins","D000602"
"DB05668","Anions","D000838"
"DB05668","Antineoplastic Agents","D000970"
"DB05668","Antineoplastic Agents, Alkylating","D018906"
"DB05668","Cyclophosphamide","D003520"
"DB05668","Electrolytes","D004573"
"DB05668","Hydrocarbons, Halogenated","D006846"
"DB05668","Ions","D007477"
"DB05668","Mustard Compounds","D009150"
"DB05668","Nitrogen Mustard Compounds","D009588"
"DB05668","Noxae","D009676"
"DB05668","Organophosphorus Compounds","D009943"
"DB05668","Oxazines","D010078"
"DB05668","Phosphoramide Mustards","D010752"
"DB05668","Phosphoramides","D063088"
"DB05668","Phosphoric Acids","D010756"
"DB05668","Phosphorus Acids","D017976"
"DB05668","Phosphorus Compounds","D017553"
"DB05668","Toxic Actions","D004786"
"DB05675","Amino Acids, Peptides, and Proteins","D000602"
"DB05675","Contrast Media","D003287"
"DB05675","Elements","D004602"
"DB05675","Lanthanoid Series Elements","D028581"
"DB05675","Metals","D008670"
"DB05675","Metals, Rare Earth","D008674"
"DB05676","Acids, Carbocyclic","D000146"
"DB05676","Analgesics","D000700"
"DB05676","Analgesics, Non-Narcotic","D018712"
"DB05676","Anti-Inflammatory Agents","D000893"
"DB05676","Antineoplastic and Immunomodulating Agents",NA
"DB05676","Antirheumatic Agents","D018501"
"DB05676","Central Nervous System Agents","D002491"
"DB05676","Cytochrome P-450 CYP3A Substrates",NA
"DB05676","Cytochrome P-450 CYP3A4 Substrates",NA
