"primary_key","synonym_Synonyms","language_Synonyms","coder_Synonyms"
"DB04660","Glycerophosphocholine","english",NA
"DB04660","Glycerophosphorylcholine","english",NA
"DB04660","GPCho","english",NA
"DB04660","L-alpha-Glycerophosphocholine","english",NA
"DB04660","L-alpha-Glycerophosphorylcholine","english",NA
"DB04660","sn-3-GPC","english",NA
"DB04660","sn-Glycero-3-phosphocholine","english",NA
"DB04661","1-(3-O-sulfo-beta-D-galactosyl)-N-[(15Z)-tetracos-15-enoyl]sphingosine","english",NA
"DB04661","C24:1 Sulfatide","english",NA
"DB04664","5-cyclohexyl-1-pentyl-beta-D-maltoside","english",NA
"DB04664","CYMAL-5","english",NA
"DB04664","CYMAL(R)-5","english",NA
"DB04665","1,2-benzopyrone","english",NA
"DB04665","2H-1-benzopyran-2-one","english",NA
"DB04665","2H-benzo(b)pyran-2-one","english",NA
"DB04665","Coumarinic lactone","english",NA
"DB04665","Cumarin","english",NA
"DB04672","3',5'-Cyclic dTMP","english",NA
"DB04672","cTMP","english",NA
"DB04672","Cyclic TMP","english",NA
"DB04672","Thymidine cyclophosphate","english",NA
"DB04676","DNS-lysine","english",NA
"DB04676","N(epsilon)-Dansyl-L-lysine","english",NA
"DB04688","Ecgonine methyl ester","english",NA
"DB04690","(+)-camptothecin","english",NA
"DB04690","(+)-camptothecine","english",NA
"DB04690","(S)-(+)-camptothecin","english",NA
"DB04690","20(S)-camptothecine","english",NA
"DB04690","21,22-Secocamptothecin-21-oic acid lactone","english",NA
"DB04690","Camptothecine","english",NA
"DB04690","D-camptothecin","english",NA
"DB04694","3-deoxy-3-fluoro-D-erythro-a-L-manno-non-2-ulopyranosonic acid","english",NA
"DB04695","Farnesyl thiodiphosphate","english",NA
"DB04699","1,4-Lactone","english",NA
"DB04699","4-Butyrolactone","english",NA
"DB04699","4-Hydroxybutyric acid lactone","english",NA
"DB04699","butyrolactone","english",NA
"DB04699","dihydrofuran-2(3h)-one","english",NA
"DB04699","<U+03B3>-butyrolactone","english",NA
"DB04703","(S)-(-)-hesperidin","english",NA
"DB04703","Cirantin","english",NA
"DB04703","Ciratin","english",NA
"DB04703","Hesperetin 7-O-rutinoside","english",NA
"DB04703","Hesperidin","english",NA
"DB04703","Hesperidina","spanish",NA
"DB04703","Hesperidoside","english",NA
"DB04707","Hydroxy-Fasudil","english",NA
"DB04711","3,3'-(adipoyldiimino)bis(2,4,6-triiodobenzoic acid)","english",NA
"DB04711","Adipiodona","spanish","inn"
"DB04711","Adipiodone","english","inn/jan"
"DB04711","Adipiodonum","latin","inn"
"DB04713","D-p-Iodophenylalanine","english",NA
"DB04718","(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-ß-L-idopyranosyl)-2-O-{2-[(piperidin-3-ylmethyl)amino]ethyl}-ß-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-a-D-glucopyranoside","english",NA
"DB04725","Licofelone","english","inn"
"DB04728","lividomicina","spanish","inn"
"DB04729","Gentamycin C12","english",NA
"DB04734","(Z)-2-Methyl-2-butenedioic acid","english",NA
"DB04734","2-Methyl-2-butenedioic acid","english",NA
"DB04734","2-methylmaleic acid","english",NA
"DB04734","cis-2-methylbutenedioic acid","english",NA
"DB04734","cis-Methylbutenedioic acid","english",NA
"DB04734","citraconate","english",NA
"DB04734","Citraconsäure","german",NA
"DB04734","Methyl-maleinsäure","german",NA
"DB04734","Methylmaleic acid","english",NA
"DB04734","a-methylmaleic acid","english",NA
"DB04738","(-)-Motuporin","english",NA
"DB04738","Nodularin V","english",NA
"DB04741","(+)-myxothiazol","english",NA
"DB04741","Myxothiazol A","english",NA
"DB04744","2-hydroxy-1,4-naphthalenedione","english",NA
"DB04744","2-hydroxy-1,4-naphthoquinone","english",NA
"DB04744","2-Hydroxynaphthoquinone","english",NA
"DB04746","(10E,12Z)-octadeca-10,12-dienoic acid","english",NA
"DB04746","(E,Z)-octadeca-10,12-dienoic acid","english",NA
"DB04746","10-trans-12-cis-CLA","english",NA
"DB04746","10-trans-12-cis-conjugated linoleic acid","english",NA
"DB04746","10-trans-12-cis-linoleic acid","english",NA
"DB04746","10-trans-12-cis-octadecadienoic acid","english",NA
"DB04746","10,12-trans,cis-octadecanoic acid","english",NA
"DB04746","C18:2, n-6,8 cis,trans","english",NA
"DB04751","2-(1R-Isopropyl-2-hydroxyethylamino)-6-(3-chloroanilino)-9-isopropylpurine","english",NA
"DB04751","Purv","english",NA
"DB04752","PEth","english",NA
"DB04776","(2R)-2-({6-[Benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-1-butanol","english",NA
"DB04776","Aftin-4","english",NA
"DB04777","(2R)-2-(4-nitrophenyl)oxirane","english",NA
"DB04780","2-hydroxytetracosanoyl sulfatide","english",NA
"DB04780","2-hydroxytetracosanoylgalactosylceramide sulfate","english",NA
"DB04781","4-oxy-butan-carbonsäure","german",NA
"DB04781","5-hydroxy-pentansäure","german",NA
"DB04781","5-hydroxypentanoic acid","english",NA
"DB04781","delta-hydroxypentanoic acid","english",NA
"DB04781","delta-hydroxyvaleric acid","english",NA
"DB04782","(2S)-2-(4-nitrophenyl)oxirane","english",NA
"DB04784","(1R)-1-phenylethanol","english",NA
"DB04784","(R)-alpha-methylbenzenemethanol","english",NA
"DB04784","(R)-alpha-methylbenzyl alcohol","english",NA
"DB04784","(R)-a-methylbenzenemethanol","english",NA
"DB04784","(R)-a-methylbenzyl alcohol","english",NA
"DB04785","Afragilimycin A","english",NA
"DB04785","Portamycin","english",NA
"DB04786","Suramin","english",NA
"DB04786","Suramine","english",NA
"DB04788","(1R,4R,5R,6R,7S,8R)-6-Acetoxy-7-amino-4-carbamoyl-4-hydroxy-8-(phosphonooxy)-9-oxa-3-thiabicyclo[3.3.1]nonane-1-carboxylic acid","english",NA
"DB04789","5-Methyl-5,6,7,8-tetrahydrofolic acid","english",NA
"DB04789","5-Methyl-5,6,7,8-tetrahydropteroyl-L-glutamic acid","english",NA
"DB04789","5-Methyltetrahydropteroyl monoglutamate","english",NA
"DB04789","5-Methyltetrahydropteroylglutamic acid","english",NA
"DB04789","N-Methyltetrahydrofolate","english",NA
"DB04789","N-Methyltetrahydrofolic acid","english",NA
"DB04789","N5-Methyltetrahydrofolate","english",NA
"DB04789","N5-Methyltetrahydrofolic acid","english",NA
"DB04789","N5-Methyltetrahydropteroylglutamate","english",NA
"DB04790","1,4:3,6-Dianhydro-2,5-bis-O-(3-carbamimidoylphenyl)-D-glucitol","english",NA
"DB04794","(+-)-1-(p,alpha-Diphenylbenzyl)imidazole","english",NA
"DB04794","1-((4-Biphenylyl)phenylmethyl)-1H-imidazole","english",NA
"DB04794","1-(alpha-(4-Biphenylyl)benzyl)imidazole","english",NA
"DB04794","1-(p,alpha-Diphenylbenzyl)imidazole","english",NA
"DB04794","1-[biphenyl-4-yl(phenyl)methyl]imidazole","english",NA
"DB04794","Bifonazol","spanish","inn"
"DB04794","Bifonazole","english","inn/ban/usan"
"DB04794","Bifonazolum","latin","inn"
"DB04795","1-Thenoyl-3,3,3-trifluoroacetone","english",NA
"DB04795","1,1,1-Trifluoro-3-(2-thenoyl)acetone","english",NA
"DB04795","2-Thenoyltrifluoroacetone","english",NA
"DB04795","alpha-Thenoyltrifluoroacetone","english",NA
"DB04795","Perfluoroacetyl(2-thenoyl)methane","english",NA
"DB04796","(7E)-19-Nor-9,10-seco-14beta-cholesta-5,7-dien-23-yne-1alpha,3beta,25-triol","english",NA
"DB04796","Inecalcitol","english","inn"
"DB04799","5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole","english",NA
"DB04799","6-hydroxy-5-undecyl-1,3-benzothiazole-4,7-dione","english",NA
"DB04799","6-Hydroxy-5-undecyl-4,7-benzothiazoledione","english",NA
"DB04799","UHDBT","english",NA
"DB04801","(Z)-11-octadecenoic acid","english",NA
"DB04801","(Z)-octadec-11-enoic acid","english",NA
"DB04801","Asclepic acid","english",NA
"DB04801","cis-11-octadecenoic acid","english",NA
"DB04801","cis-octadec-11-enoic acid","english",NA
"DB04801","trans-11-Octadecensäure","german",NA
"DB04805","Staphylomycin S","english",NA
"DB04805","Staphylomycin S1","english",NA
"DB04805","Virginiamycin factor S","english",NA
"DB04805","Virginiamycin factor S1","english",NA
"DB04808","2-desoxy-4-O-(2,6-diamino-2,6-didesoxy-a-D-glucopyranosyl)-D-streptamin","english",NA
"DB04808","4-O-(2,6-diamino-2,6-dideoxy-a-D-glucopyranosyl)-2-deoxy-D-streptamine","english",NA
"DB04808","Dekamycin V","english",NA
"DB04808","Nebramycin X","english",NA
"DB04808","Negamicin","english",NA
"DB04808","Neomycin A","english",NA
"DB04812","(±)-benoxaprofen","english",NA
"DB04812","(1)-2-(4-Chlorophenyl)benzoxazole-5-propionic acid","english",NA
"DB04812","2-(4-Chlorophenyl)-alpha-methyl-5-benzoxazoleacetic acid","english",NA
"DB04812","2-(4-chlorophenyl)-a-methyl-5-benzoxazoleacetic acid","english",NA
"DB04812","2-(p-chlorophenyl)-a-methyl-5-benzoxazoleacetic acid","english",NA
"DB04812","Benoxaprofen","english","inn/ban/usan"
"DB04812","Benoxaprofene","french","inn"
"DB04812","Benoxaprofeno","spanish","inn"
"DB04812","Benoxaprofenum","latin","inn"
"DB04812","DL-benoxaprofen","english",NA
"DB04813","2-Hydroxy-3,5-dichlorophenyl sulfide","english",NA
"DB04813","2-Hydroxy-3,5-dichlorophenyl sulphide","english",NA
"DB04813","2,2'-Dihydroxy-3,3',5,5'-tetrachlorodiphenyl sulfide","english",NA
"DB04813","2,2'-Dihydroxy-3,3',5,5'-tetrachlorodiphenylsulfide","english",NA
"DB04813","2,2'-sulfanediylbis(4,6-dichlorophenol)","english","iupac"
"DB04813","2,2'-Thiobis(4,6-dichlorophenol)","english",NA
"DB04813","Bis(3,5-dichloro-2-hydroxyphenyl) sulfide","english",NA
"DB04813","Bithionol","english","inn/ban"
"DB04813","Bithionol sulfide","english",NA
"DB04813","Bithionolate","english",NA
"DB04813","Bithionolum","latin","inn"
"DB04813","Bitionol","spanish","inn"
"DB04814","2-(3-Butyramido-3,4,6-triiodophenylmethylene)butyric acid","english",NA
"DB04814","Bunamiodilo","spanish","inn"
"DB04814","Bunamiodylum","latin","inn"
"DB04815","5-Chlor-7-jod-8-hydroxy-chinolin","german",NA
"DB04815","5-Chloro-7-iodo-8-hydroxyquinoline","english",NA
"DB04815","5-Chloro-7-iodo-8-quinolinol","english",NA
"DB04815","5-chloro-7-iodoquinolin-8-ol","english","iupac"
"DB04815","5-Chloro-8-hydroxy-7-iodoquinoline","english",NA
"DB04815","7-Iodo-5-chloro-8-hydroxyquinoline","english",NA
"DB04815","7-Iodo-5-chloroxine","english",NA
"DB04815","Chloroiodoquin","english",NA
"DB04815","Clioquinol","english/spanish","inn"
"DB04815","Clioquinolum","latin","inn"
"DB04815","Iodochlorhydroxyquin","english",NA
"DB04815","Iodochlorhydroxyquinoline","english",NA
"DB04815","Iodochlorohydroxyquin","english",NA
"DB04815","Iodochloroxyquinoline","english",NA
"DB04816","1,8-dihydroxy-9,10-anthracenedione","english",NA
"DB04816","1,8-dihydroxy-9,10-anthraquinone","english",NA
"DB04816","1,8-dihydroxyanthra-9,10-quinone","english",NA
"DB04816","1,8-Dihydroxyanthrachinon","english",NA
"DB04816","1,8-Dihydroxyanthraquinone","english",NA
"DB04816","Chrysazin","english",NA
"DB04816","Danthron","english","usan"
"DB04816","Dantron","english","inn"
"DB04816","Dantrona","spanish","inn"
"DB04816","Dantrone","french","inn"
"DB04816","Dantronum","latin","inn"
"DB04817","metamizol","spanish",NA
"DB04819","2-[[2-(Dimethylamino)ethyl]-2-thenylamino]pyridine","english",NA
"DB04819","Methypyrilene","english",NA
"DB04819","N-(a-pyridyl)-N-(a-thenyl)-N',N'-dimethylethylenediamine","english",NA
"DB04819","N,N-dimethyl-N'-pyrid-2-yl-N'-2-thenylethylenediamine","english",NA
"DB04819","N,N-dimethyl-N'-pyridin-2-yl-N'-(2-thienylmethyl)ethane-1,2-diamine","english",NA
"DB04819","Thenylpyramine","english",NA
"DB04820","1-(2-(Benzylcarbamoyl)ethyl)-2-isonicotinoylhydrazine","english",NA
"DB04820","2-(2-(Benzylcarbamoyl)ethyl)hydrazide isonicotinic acid","english",NA
"DB04820","2-(2-(Benzylcarbamyl)ethyl)hydrazide isonicotinic acid","english",NA
"DB04820","BEIH","english",NA
"DB04820","Isonicotinic acid 2-((2-benzylcarbamoyl)ethyl)hydrazide","english",NA
"DB04820","Isonicotinic acid, 2-(2-(benzylcarbamoyl)ethyl)hydrazide","english",NA
"DB04820","N-(2-(Benzylcarbamyl)ethylamino)isonicotinamide","english",NA
"DB04820","N-benzyl-beta-(isonicotinoylhydrazine)propionamide","english",NA
"DB04820","N-benzyl-beta-(isonicotinylhydrazino)propionamide","english",NA
"DB04820","N-Isonicotinoyl-N'(beta-N-benzylcarboxamidoethyl)hydrazine","english",NA
"DB04820","Nialamida","spanish","inn"
"DB04820","Nialamide","english","inn"
"DB04820","Nialamidum","latin","inn"
"DB04821","(+-)-nomifensin","english",NA
"DB04821","(+-)-nomifensine","english",NA
"DB04821","2-Methyl-4-phenyl-1,2,3,4-tetrahydro-isoquinolin-8-ylamine","english",NA
"DB04821","8-Amino-2-methyl-4-phenyl-1,2,3,4-tetrahydroisoquinoline","english",NA
"DB04821","D,L-nomifensine","english",NA
"DB04821","Nomifensin","english",NA
"DB04821","Nomifensina","spanish","inn"
"DB04821","Nomifensine","english","inn"
"DB04821","Nomifensinum","latin","inn"
"DB04822","2-(2-Diethylaminoethoxy)ethyl 2-ethyl-2-phenylbutyrate","english",NA
"DB04822","Oxeladin","english","inn/ban"
"DB04822","Oxeladina","spanish","inn"
"DB04822","Oxeladine","french","inn"
"DB04822","Oxeladinum","latin","inn"
"DB04823","1,3-Dihydro-3,3-bis(4-hydroxyphenyl)-2H-indol-2-one","english",NA
"DB04823","3,3-Bis(4-hydroxyphenyl)oxindole","english",NA
"DB04823","3,3-Bis(p-hydroxyphenyl)-2-indolinone","english",NA
"DB04823","3,3-Bis(p-hydroxyphenyl)oxindole","english",NA
"DB04823","4,4'-Dihydroxydiphenylisatin","english",NA
"DB04823","Dihydroxyphenoloxindol","english",NA
"DB04823","Oxifenisatina","spanish","inn"
"DB04823","Oxyphenisatine","english","inn"
"DB04823","Oxyphenisatinum","latin","inn"
"DB04824","3,3-Bis(4-hydroxyphenyl)phthalide","english",NA
"DB04824","Fenolftalein","czech",NA
"DB04824","Fenolftaleina","spanish","inn"
"DB04824","Phenolphtaleine","french","inn"
"DB04824","Phenolphthaleinum","latin","inn"
"DB04824","Phthalimetten","english",NA
"DB04824","phthalin","english",NA
"DB04824","Yellow phenolphthalein","english","inn"
"DB04825","1-Phenyl-2-(1',1'-diphenylpropyl-3'-amino)propane","english",NA
"DB04825","DL-prenylamine","english",NA
"DB04825","N-(1-Methyl-2-phenylethyl)-gamma-phenylbenzenepropanamine","english",NA
"DB04825","N-(3,3-Diphenylpropyl)-alpha-methylphenaethylamin","german",NA
"DB04825","N-(3,3-Diphenylpropyl)-alpha-methylphenethylamine","english",NA
"DB04825","Prenilamina","spanish","inn"
"DB04825","Prenylamine","english","inn/ban/usan"
"DB04825","Prenylaminum","latin","inn"
"DB04826","1-Methyl-4-amino-N-phenyl-N-(2-thenyl)piperidine","english",NA
"DB04826","1-Methyl-4-N-2-thenylanilinopiperidine","english",NA
"DB04826","Tenalidina","spanish","inn"
"DB04826","Thenalidine","english","inn/ban"
"DB04826","Thenalidinum","latin","inn"
"DB04826","Thenophenopiperidine","english",NA
"DB04827","Aethylcarbamat","german",NA
"DB04827","Aethylurethan","german",NA
"DB04827","Carbamic acid ethyl ester","english",NA
"DB04827","Carbamidsaeure-aethylester","german",NA
"DB04827","Ethyl carbamate","english",NA
"DB04827","Ethylester kyseliny karbaminove","czech",NA
"DB04827","Uretan etylowy","polish",NA
"DB04827","Uretano","italian","dcit"
"DB04827","Urethan","english",NA
"DB04827","Urethane","english","inn"
"DB04827","Urethanum","latin","inn"
"DB04828","5-(4-Chlorobenzoyl)-1,4-dimethyl-1H-pyrrole-2-acetic acid","english",NA
"DB04828","Zomepiracum","latin","inn"
"DB04829","(+)-LSD","english",NA
"DB04829","D-lysergic acid diethylamide","english",NA
"DB04829","Diethylamid kyseliny lysergove","czech",NA
"DB04829","LSD","english",NA
"DB04829","LSD 25","english",NA
"DB04829","Lysergic acid diethylamide","english",NA
"DB04829","Lysergide","english","inn"
"DB04829","Lysergidum","latin","inn"
"DB04829","Lysergsäurediäthylamid","german",NA
"DB04829","Lysergsäurediethylamid","german",NA
"DB04829","N,N-diethyl-(+)-lysergamide","english",NA
"DB04829","N,N-diethyl-D-lysergamide","english",NA
"DB04829","N,N-diethyllysergamide","english",NA
"DB04830","1-Butylbiguanide","english",NA
"DB04830","Buformina","spanish","inn"
"DB04830","Buformine","french","inn"
"DB04830","Buforminum","latin","inn"
"DB04831","(2,3-Dichloro-4-(2-thenoyl)phenoxy)acetic acid","english",NA
"DB04831","(2,3-Dichloro-4-(2-thiophenecarbonyl)phenoxy)acetic acid","english",NA
"DB04831","4-(2-Theonyl)-2,3-dichlorphenoxyessigsäure","german",NA
"DB04831","4-(2-Thienylketo)-2,3-dichlorophenoxyacetic acid","english",NA
"DB04831","Acide tiénilique","french","inn"
"DB04831","ácido tienilico","spanish","inn"
"DB04831","Acidum tienilicum","latin","inn"
"DB04831","Thienylic acid","english",NA
"DB04831","Ticrynafen","english","usan"
"DB04831","Tienilic acid","english","inn"
"DB04831","Tienilico acido","spanish",NA
"DB04832","(Z)-3-(4'-Bromophenyl)-3-(3''-pyridyl)dimethylallylamine","english",NA
"DB04832","(Z)-zimelidine","english",NA
"DB04832","cis-zimelidine","english",NA
"DB04832","Zimeldina","spanish",NA
"DB04832","Zimeldine","english","inn/ban"
"DB04832","Zimeldinum","latin",NA
"DB04833","metacualona","spanish","inn"
"DB04833","Methaqualone","english","inn"
"DB04835","Maraviroc","english/spanish/french","inn"
"DB04835","Maravirocum","latin","inn"
"DB04836","Amineptino","spanish","inn"
"DB04836","Amineptinum","latin","inn"
"DB04837","Chlophedianol","english","ban"
"DB04837","Clofedanol","english/spanish","inn"
"DB04837","Clofedanolum","latin","inn"
"DB04837","Clofedianolo","italian",NA
"DB04838","3,3,5-Trimethylcyclohexyl mandelate","english",NA
"DB04838","3,5,5-Trimethylcyclohexyl amygdalate","english",NA
"DB04838","Ciclandelato","spanish","inn"
"DB04838","Cyclandelate","english","inn"
"DB04838","Cyclandelatum","latin","inn"
"DB04839","Cyproterone 17-O-acetate","english",NA
"DB04839","Cyproterone acetate","english","usan"
"DB04840","Debrisochinum","latin",NA
"DB04840","Debrisoquin","english",NA
"DB04840","Debrisoquina","spanish","inn"
"DB04840","Débrisoquine","french","inn"
"DB04840","Debrisoquine","english","inn"
"DB04840","Debrisoquinum","latin","inn"
"DB04841","1-[bis(4-fluorophenyl)methyl]-4-[(2E)-3-phenylprop-2-en-1-yl]piperazine","english","iupac"
"DB04841","Flunarizina","spanish","inn"
"DB04841","Flunarizine","english","inn"
"DB04841","Flunarizinum","latin","inn"
"DB04842","Fluspirilene","english","inn/usan"
"DB04842","Fluspirileno","spanish","inn"
"DB04842","Fluspirilenum","latin","inn"
"DB04843","Mepenzolate","english",NA
"DB04843","Mepenzolic acid","english",NA
"DB04844","1,2,4,6,7,11b-hexahydro-3-isobutyl-9,10-dimethoxy-2H-benzo[a]quinolizin-2-one","english",NA
"DB04844","2-oxo-3-isobutyl-9,10-dimethoxy-1,2,3,4,6,7-hexahydro-11bH-benzo[a]quinolizine","english",NA
"DB04844","2-oxo-3-isobutyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-benzoquinolizine","english",NA
"DB04844","Tetrabenazina","spanish","inn"
"DB04844","Tetrabenazine","english","inn"
"DB04844","Tetrabenazinum","latin","inn"
"DB04845","Aza-epothilone B","english",NA
"DB04845","Azaepothilone B","english",NA
"DB04845","Ixabepilone","english","inn/usan"
"DB04846","RS)-N'-{3-acetyl-4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl}-N,N-diethylurea","english","iupac"
"DB04847","roxadustat","spanish","inn"
"DB04851","Biricodar","english","inn"
"DB04852","Implitapide","english","inn"
"DB04853","2-((Cyclohexylmethylene)hydrazino)adenosine","english",NA
"DB04853","Binodenoson","english","inn/ban/usan"
"DB04854","2-(3-cyano-4-isobutoxyphenyl)-4-methyl- 1,3-thiazole-5-carboxylic acid","english","iupac"
"DB04854","Fébuxostat","french","inn"
"DB04854","Febuxostat","english/spanish/german","inn/usan"
"DB04854","Febuxostatum","latin","inn"
"DB04855","Dronedarona","spanish",NA
"DB04855","Dronedarone","english","inn"
"DB04855","N-(2-butyl-3-(4-(3-(dibutylamino)propoxy)benzoyl)-5-benzofuranyl)-methanesulfonamide","english",NA
"DB04855","N-(2-butyl-3-(p-(3-(dibutylamino)propoxy)benzoyl)-5-benzofuranyl)methanesulfonamide","english",NA
"DB04856","Dexloxiglumida","spanish","inn"
"DB04856","Dexloxiglumide","english","inn"
"DB04856","Dexloxiglumidum","latin","inn"
"DB04858","1,2,4-benzotriazin-3-amine, 1,4-dioxide","english",NA
"DB04858","3-Amino-1,2,4-benzotriazine 1,4-dioxide","english",NA
"DB04858","Tirapazamine","english","inn"
"DB04859","Zanepezil","english","inn"
"DB04860","7-Deaza-7-thia-8-oxoguanosine","english",NA
"DB04860","7-Thia-8-oxoguanosine","english",NA
"DB04860","7-TOG","english",NA
"DB04860","Isatoribine","english","inn/usan"
"DB04861","Narbivolol","english",NA
"DB04861","Nebivolol","english","inn/usan"
"DB04861","Nebivololum","latin",NA
"DB04862","Merimepodib","english","inn/usan"
"DB04862","MMPD","english",NA
"DB04863","Lefradafiban","english","inn"
"DB04863","lefradafibán","spanish","inn"
"DB04864","(-)-huperazine A","english",NA
"DB04864","(-)-selagine","english",NA
"DB04864","Huperzine-A","english",NA
"DB04864","L-huperzine A","english",NA
"DB04864","Selagine","english",NA
"DB04865","(-)-homoharringtonine","english",NA
"DB04865","(2'R,3S,4S,5R)-(-)-homoharringtonine","english",NA
"DB04865","HHT","english",NA
"DB04865","Homoharringtonin","english",NA
"DB04865","Homoharringtonine","english",NA
"DB04865","mepesuccinato de omacetaxina","spanish","inn"
"DB04865","Omacetaxine mepesuccinate","english","inn/usan"
"DB04866","(+/-)-trans-7-bromo-6-chloro-3-(3-(3-hydroxy-2-piperidyl)-acetonyl)-4(3H)-quinazolinone","english",NA
"DB04868","Nilotinib","english","inn/usan"
"DB04868","Nilotinibum","latin","inn"
"DB04870","Estrone 3-oleate","english",NA
"DB04870","Estrone monooleate","english",NA
"DB04870","Estrone oleic acid ester","english",NA
"DB04870","OE","english",NA
"DB04870","Oleoyl estrone","english",NA
"DB04870","Oleoylestrone","english",NA
"DB04871","Lorcaserin","english","inn"
"DB04871","Lorqess","english",NA
"DB04874","(SP-4-3)-Amminedichloro(2-methylpyridine)platinium","english",NA
"DB04874","Picoplatin","english","inn/ban/usan"
"DB04876","Vildagliptin","english","inn/usan"
"DB04876","Vildagliptina","spanish","inn"
"DB04877","Methyl 12-methoxy-13-(17-methoxy-17-oxovobasan-3alpha-yl)ibogamine-18-carboxylate","english",NA
"DB04877","Voacanginine","english",NA
"DB04877","Vocamine","english",NA
"DB04878","Voglibosa","spanish","inn"
"DB04878","Voglibose","english","inn/usan"
"DB04878","Voglibosum","latin","inn"
"DB04879","Vatalanib","english/spanish/french","inn"
"DB04879","Vatalinib","english",NA
"DB04880","Enoximona","spanish",NA
"DB04880","Enoximone","english","inn/usan"
"DB04880","Enoximonum","latin",NA
"DB04882","E'dotecarine","french","inn"
"DB04882","Edotecarin","english","inn/usan"
"DB04882","Edotecarina","spanish",NA
"DB04882","Edotecarinum","latin","inn"
"DB04884","Dapoxetina","spanish","inn"
"DB04884","Dapoxetinum","latin","inn"
"DB04886","(+)-calanolide A","english",NA
"DB04887","Brecanavir","english","inn/usan"
"DB04888","Bifeprunox","english","inn/usan"
"DB04888","Bifeprunoxum","latin","inn"
"DB04890","bepotastina","spanish","inn"
"DB04890","Bepotastine","english","inn/usan"
"DB04892","(-)-eseroline phenylcarbamate","english",NA
"DB04892","(-)-phenserine","english",NA
"DB04894","Vapreotida","spanish","inn"
"DB04894","Vapreotidum","latin","inn"
"DB04895","EYE 001","english",NA
"DB04895","NX 1838","english",NA
"DB04895","NX1838","english",NA
"DB04895","Pegaptanib Octasodium","english",NA
"DB04895","Pegaptanib sodium","english",NA
"DB04896","(+-)-Milnacipran","english",NA
"DB04896","Midalcipran","english",NA
"DB04896","Milnacipran","english","inn/ban"
"DB04896","Milnacipranum","latin",NA
"DB04897","ATI-02","english",NA
"DB04897","KL4-surfactant","english",NA
"DB04898","ethyl 2-[[(1R)-1-cyclohexyl-2- [(2S)-2-[[4-(N'-hydroxycarbamimidoyl) phenyl]methylcarbamoyl]azetidin-1-yl]- 2-oxo-ethyl]amino]acetate","english",NA
"DB04898","Ximelagatran","english","inn"
"DB04898","Ximélagatran","french","inn"
"DB04898","Ximelagatrán","spanish","inn"
"DB04898","Ximelagatranum","latin","inn"
"DB04899","BNP","english",NA
"DB04899","BNP-32","english",NA
"DB04899","Brain natriuretic peptide 32","english",NA
"DB04899","Human brain natriuretic factor-32","english",NA
"DB04899","Nesiritide","english","inn/usan"
"DB04899","Nesiritide recombinant","english",NA
"DB04900","Thymosin alpha1 (human)","english",NA
"DB04901","Anti-CD80 monoclonal antibody","english",NA
"DB04905","N,N-diethyl-2-((4-phenylmethyl)phenoxy)ethanamine","english",NA
"DB04905","Tesmilifene","english","inn"
"DB04907","Sitimagene ceradenovec","english","inn"
"DB04908","Flibanserin","english","inn/usan"
"DB04909","Sitamaquine","english","inn/ban"
"DB04910","5-Propoxy-2-benzimidazolecarbamic acid methyl ester","english",NA
"DB04910","Methyl 5-n-propoxy-2-benzimidazole carbamate","english",NA
"DB04910","Methyl 5-propoxy-2-benzimidazolecarbamate","english",NA
"DB04910","Oxibendazole","english","inn/ban/usan"
"DB04910","Oxibendazolo","spanish","inn"
"DB04910","Oxibendazolum","latin","inn"
"DB04911","Chlorobiphenyl-chloroeremomycin","english",NA
"DB04911","Oritavancin","english","inn"
"DB04912","Sn Mesoporphyrin","english",NA
"DB04912","SnMP","english",NA
"DB04912","Stannsoporfin","english","inn/usan"
"DB04912","Tin mesoporphyrin","english",NA
"DB04914","Antigastrin 17","english",NA
"DB04914","Gastrin 17 immunogen","english",NA
"DB04914","Gastrin 17 vaccine","english",NA
"DB04915","3-(4-hydroxyphenyl)-2H-chromen-7-ol","english",NA
"DB04915","Dehydroequol","english",NA
"DB04915","Haginin E","english",NA
"DB04915","Phenoxodiol","english",NA
"DB04918","Ceftobiprol","spanish","inn"
"DB04918","Ceftobiprole","english/french","inn/usan"
"DB04920","Clevidipine","english","inn/usan"
"DB04920","Clevidipine butyrate","english",NA
"DB04920","Clevidipino","spanish",NA
"DB04923","Recombinant thrombin","english",NA
"DB04923","Recothrom","english",NA
"DB04923","rhThrombin","english",NA
"DB04923","rThrombin","english",NA
"DB04924","Itopride","english","inn"
"DB04924","N-(p-(2-(Dimethylamino)ethoxy)benzyl)veratramide","english",NA
"DB04925","Desmoteplase","english","inn/usan"
"DB04925","DSPA desmoteplase","english",NA
"DB04925","rDSPA alpha 1","english",NA
"DB04925","Salivary plasminogen activator alpha 1, Desmodus rotundus","english",NA
"DB04930","(3-Phenoxyphenyl)methyl (±)-cis,trans-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate","english",NA
